cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,272,1,30945634.240000002,"[100000006866783100, 100000002398779100, 100000008686313100, 100000000437046100, 100000004400305100]","Гипотеза: сбор/накопление: 6 узл., наблюдаемый вход 6,119,190 KZT; веерное распределение: 19 узл., максимум 82 получателей; транзит: 4 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 30,945,634 KZT (71.7% суммы внутренних и пересекающих границу переводов); внешний вход 5,316,891, внешний выход 6,899,320 KZT. Основные получатели переводов участников: 100000007055802100 (1,534,999 KZT), 100000008686313100 (1,412,581 KZT), 100000004299488100 (1,389,000 KZT). Граница 4-го колена: 62/272 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
1,56,1,10014014.02,"[100000007747786100, 100000005782781100, 100000002894076100, 100000000267734100, 100000005778283100]","Гипотеза: веерное распределение: 3 узл., максимум 31 получателей. Внутренние переводы 10,014,014 KZT (80.3% суммы внутренних и пересекающих границу переводов); внешний вход 1,419,405, внешний выход 1,034,317 KZT. Основные получатели переводов участников: 100000002958343100 (2,900,000 KZT), 100000002872399100 (1,090,000 KZT), 100000002894076100 (741,782 KZT). Граница 4-го колена: 2/56 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
2,153,5,19806790.0,"[100000003684369100, 100000008165763100, 100000008304139100, 100000003249054100, 100000008748914100]","Гипотеза: сбор/накопление: 1 узл., наблюдаемый вход 99,700 KZT; веерное распределение: 9 узл., максимум 62 получателей; транзит: 2 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 19,806,790 KZT (69.0% суммы внутренних и пересекающих границу переводов); внешний вход 3,998,841, внешний выход 4,892,707 KZT. Основные получатели переводов участников: 100000003684369100 (2,998,700 KZT), 100000001072022100 (1,060,000 KZT), 100000008165763100 (776,800 KZT). Граница 4-го колена: 6/153 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
3,41,3,4888834.279999999,"[100000004156082100, 100000008418835100, 100000005339662100, 100000002956898100, 100000000076451100]","Гипотеза: веерное распределение: 1 узл., максимум 26 получателей; транзит: 1 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 4,888,834 KZT (89.6% суммы внутренних и пересекающих границу переводов); внешний вход 254,329, внешний выход 315,760 KZT. Основные получатели переводов участников: 100000008418835100 (1,372,000 KZT), 100000003221384100 (511,200 KZT), 100000000795129100 (332,000 KZT). Граница 4-го колена: 1/41 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
4,30,1,4579928.59,"[100000002838861100, 100000005498992100, 100000001162560100, 100000006972210100, 100000003071930100]","Гипотеза: сбор/накопление: 1 узл., наблюдаемый вход 554,524 KZT; веерное распределение: 2 узл., максимум 16 получателей. Внутренние переводы 4,579,929 KZT (73.3% суммы внутренних и пересекающих границу переводов); внешний вход 812,426, внешний выход 854,566 KZT. Основные получатели переводов участников: 100000008497298100 (600,000 KZT), 100000003034546100 (486,715 KZT), 100000002718366100 (419,200 KZT). Граница 4-го колена: 0/30 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
5,129,7,18799215.28,"[100000003016635100, 100000008144528100, 100000001530983100, 100000004150593100, 100000005287097100]","Гипотеза: сбор/накопление: 1 узл., наблюдаемый вход 1,068,203 KZT; веерное распределение: 10 узл., максимум 73 получателей; транзит: 3 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 18,799,215 KZT (89.7% суммы внутренних и пересекающих границу переводов); внешний вход 1,248,067, внешний выход 901,487 KZT. Основные получатели переводов участников: 100000000706545100 (1,070,300 KZT), 100000008144528100 (1,035,343 KZT), 100000002173161100 (869,500 KZT). Граница 4-го колена: 6/129 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
6,5,0,1189154.0,"[100000000291906100, 100000000291908100, 100000004670388100, 100000004722630100, 100000004691350100]","Гипотеза: смешанный внутренний обмен; выраженное назначение не установлено. Внутренние переводы 1,189,154 KZT (99.3% суммы внутренних и пересекающих границу переводов); внешний вход 8,000, внешний выход 0 KZT. Основные получатели переводов участников: 100000000291906100 (380,000 KZT), 100000004722630100 (340,000 KZT), 100000000291908100 (295,500 KZT). Граница 4-го колена: 2/5 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
7,55,1,3064863.0,"[100000008680731100, 100000003265158100, 100000001899164100, 100000008636603100, 100000004420041100]","Гипотеза: веерное распределение: 3 узл., максимум 27 получателей; транзит: 1 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 3,064,863 KZT (85.7% суммы внутренних и пересекающих границу переводов); внешний вход 285,618, внешний выход 226,596 KZT. Основные получатели переводов участников: 100000001899164100 (270,625 KZT), 100000004692798100 (240,305 KZT), 100000004798515100 (200,000 KZT). Граница 4-го колена: 8/55 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
8,126,0,16904328.0,"[100000008603629100, 100000001857829100, 100000006977207100, 100000003880331100, 100000002723538100]","Гипотеза: веерное распределение: 6 узл., максимум 61 получателей; транзит: 1 узл. с близкими входом/выходом и временным соседством. Внутренние переводы 16,904,328 KZT (70.7% суммы внутренних и пересекающих границу переводов); внешний вход 2,930,328, внешний выход 4,076,130 KZT. Основные получатели переводов участников: 100000008603629100 (910,000 KZT), 100000002459832100 (880,606 KZT), 100000002936322100 (787,133 KZT). Граница 4-го колена: 50/126 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
9,3,0,221000.0,"[100000008193577100, 100000005456919100, 100000000307908100]","Гипотеза: веерное распределение: 1 узл., максимум 5 получателей. Внутренние переводы 221,000 KZT (24.5% суммы внутренних и пересекающих границу переводов); внешний вход 418,250, внешний выход 264,180 KZT. Основные получатели переводов участников: 100000005456919100 (216,000 KZT), 100000008736940100 (125,990 KZT), 100000008751429100 (77,000 KZT). Граница 4-го колена: 0/3 узл. Проверить полные выписки и назначения платежей; роль сообщества не доказана."
